OrderID,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,ProductID,SupplierID,OrderQty,IsLate
ORD02653,2023-06-20,2023-07-04,2023-07-03,P0056,S011,219,0
ORD02772,2023-06-20,2023-06-27,2023-06-27,P0055,S018,261,0
ORD02821,2023-06-20,2023-07-05,2023-07-04,P0094,S016,155,0
ORD03043,2023-06-20,2023-07-05,2023-07-05,P0078,S007,216,0
ORD03579,2023-06-20,2023-06-28,2023-07-08,P0008,S012,11,1
ORD04321,2023-06-20,2023-06-26,2023-07-03,P0021,S019,199,1
ORD04740,2023-06-20,2023-06-28,2023-06-27,P0031,S017,358,0
ORD01362,2023-06-21,2023-06-30,2023-06-30,P0014,S020,242,0
ORD01669,2023-06-21,2023-06-29,2023-07-08,P0014,S001,43,1
ORD01801,2023-06-21,2023-07-03,2023-07-01,P0033,S015,349,0
ORD02553,2023-06-21,2023-07-06,2023-07-05,P0077,S017,227,0
ORD03198,2023-06-21,2023-07-01,2023-07-01,P0059,S017,259,0
ORD03832,2023-06-21,2023-06-29,2023-07-05,P0004,S012,361,1
ORD03936,2023-06-21,2023-07-04,2023-07-02,P0033,S007,239,0
ORD04303,2023-06-21,2023-06-26,2023-06-26,P0022,S011,157,0
ORD04826,2023-06-21,2023-07-05,2023-07-09,P0058,S005,393,1
ORD00263,2023-06-22,2023-07-06,2023-07-06,P0023,S010,322,0
ORD00516,2023-06-22,2023-07-01,2023-06-30,P0090,S010,360,0
ORD00534,2023-06-22,2023-07-07,2023-07-06,P0034,S009,345,0
ORD01486,2023-06-22,2023-07-07,2023-07-06,P0031,S012,491,0
ORD01937,2023-06-22,2023-07-06,2023-07-04,P0006,S019,47,0
ORD02319,2023-06-22,2023-07-07,2023-07-06,P0058,S015,493,0
ORD02829,2023-06-22,2023-06-28,2023-06-29,P0090,S014,391,1
ORD03125,2023-06-22,2023-06-27,2023-07-03,P0078,S010,321,1
ORD03763,2023-06-22,2023-07-01,2023-06-30,P0021,S014,192,0
ORD00121,2023-06-23,2023-06-28,2023-07-01,P0073,S012,346,1
ORD00582,2023-06-23,2023-07-06,2023-07-04,P0013,S017,231,0
ORD00913,2023-06-23,2023-07-05,2023-07-06,P0061,S018,472,1
ORD01525,2023-06-23,2023-07-04,2023-07-02,P0093,S019,216,0
ORD01634,2023-06-23,2023-07-01,2023-07-11,P0057,S003,427,1
ORD02430,2023-06-23,2023-07-08,2023-07-06,P0016,S010,316,0
ORD02898,2023-06-23,2023-07-07,2023-07-05,P0003,S008,262,0
ORD03791,2023-06-23,2023-06-28,2023-06-27,P0072,S008,452,0
ORD03828,2023-06-23,2023-07-06,2023-07-05,P0061,S007,223,0
ORD03837,2023-06-23,2023-07-02,2023-07-04,P0076,S012,370,1
ORD03992,2023-06-23,2023-06-30,2023-06-29,P0081,S019,151,0
ORD04565,2023-06-23,2023-07-01,2023-06-30,P0015,S009,215,0
ORD00926,2023-06-24,2023-07-08,2023-07-07,P0073,S007,413,0
ORD01679,2023-06-24,2023-07-01,2023-07-07,P0080,S015,448,1
ORD02104,2023-06-24,2023-07-04,2023-07-04,P0060,S011,447,0
ORD02257,2023-06-24,2023-06-29,2023-06-28,P0015,S009,330,0
ORD02402,2023-06-24,2023-06-30,2023-07-08,P0081,S020,457,1
ORD02547,2023-06-24,2023-07-07,2023-07-06,P0061,S010,271,0
ORD02694,2023-06-24,2023-07-08,2023-07-06,P0041,S004,135,0
ORD02721,2023-06-24,2023-07-06,2023-07-08,P0048,S007,176,1
ORD02738,2023-06-24,2023-07-06,2023-07-08,P0094,S001,166,1
ORD02748,2023-06-24,2023-07-08,2023-07-13,P0077,S008,284,1
ORD02804,2023-06-24,2023-07-09,2023-07-09,P0094,S018,21,0
ORD03605,2023-06-24,2023-07-08,2023-07-06,P0004,S002,363,0
ORD03608,2023-06-24,2023-06-30,2023-06-28,P0077,S006,219,0
ORD03901,2023-06-24,2023-07-07,2023-07-06,P0036,S015,39,0
ORD04882,2023-06-24,2023-06-29,2023-06-27,P0011,S005,488,0
ORD04900,2023-06-24,2023-07-08,2023-07-10,P0082,S002,267,1
ORD00148,2023-06-25,2023-07-08,2023-07-08,P0032,S003,372,0
ORD00361,2023-06-25,2023-07-03,2023-07-02,P0061,S015,59,0
ORD00489,2023-06-25,2023-07-06,2023-07-08,P0071,S006,492,1
ORD00575,2023-06-25,2023-07-01,2023-06-30,P0035,S006,437,0
ORD00716,2023-06-25,2023-07-08,2023-07-07,P0041,S003,191,0
ORD00742,2023-06-25,2023-07-05,2023-07-10,P0091,S008,146,1
ORD00927,2023-06-25,2023-07-03,2023-07-01,P0010,S018,388,0
ORD01095,2023-06-25,2023-07-04,2023-07-06,P0029,S006,75,1
ORD02181,2023-06-25,2023-07-08,2023-07-07,P0015,S009,251,0
ORD02307,2023-06-25,2023-07-01,2023-07-04,P0091,S006,230,1
ORD02550,2023-06-25,2023-07-08,2023-07-08,P0033,S018,332,0
ORD02662,2023-06-25,2023-07-05,2023-07-05,P0062,S020,405,0
ORD02841,2023-06-25,2023-07-03,2023-07-01,P0071,S010,387,0
ORD03318,2023-06-25,2023-07-05,2023-07-05,P0013,S018,357,0
ORD04743,2023-06-25,2023-07-07,2023-07-07,P0077,S004,368,0
ORD00208,2023-06-26,2023-07-09,2023-07-09,P0099,S005,76,0
ORD00220,2023-06-26,2023-07-03,2023-07-01,P0072,S013,64,0
ORD00250,2023-06-26,2023-07-05,2023-07-07,P0045,S005,483,1
ORD00294,2023-06-26,2023-07-09,2023-07-08,P0053,S013,86,0
ORD00501,2023-06-26,2023-07-07,2023-07-05,P0030,S018,293,0
ORD00554,2023-06-26,2023-07-03,2023-07-12,P0076,S010,166,1
ORD00646,2023-06-26,2023-07-07,2023-07-05,P0019,S007,92,0
ORD01360,2023-06-26,2023-07-04,2023-07-04,P0009,S007,184,0
ORD02387,2023-06-26,2023-07-02,2023-07-02,P0023,S011,79,0
ORD02583,2023-06-26,2023-07-07,2023-07-14,P0093,S012,238,1
ORD02863,2023-06-26,2023-07-11,2023-07-15,P0002,S014,297,1
ORD03562,2023-06-26,2023-07-11,2023-07-09,P0100,S013,315,0
ORD03572,2023-06-26,2023-07-10,2023-07-09,P0018,S020,171,0
ORD04017,2023-06-26,2023-07-10,2023-07-08,P0085,S013,430,0
ORD04699,2023-06-26,2023-07-07,2023-07-05,P0024,S011,242,0
ORD04716,2023-06-26,2023-07-03,2023-07-03,P0100,S019,498,0
ORD04994,2023-06-26,2023-07-04,2023-07-04,P0035,S004,107,0
ORD00286,2023-06-27,2023-07-06,2023-07-08,P0005,S005,424,1
ORD00753,2023-06-27,2023-07-10,2023-07-10,P0057,S016,167,0
ORD01946,2023-06-27,2023-07-04,2023-07-09,P0063,S010,234,1
ORD01968,2023-06-27,2023-07-04,2023-07-03,P0063,S013,317,0
ORD03126,2023-06-27,2023-07-02,2023-07-09,P0021,S008,448,1
ORD03455,2023-06-27,2023-07-05,2023-07-05,P0023,S011,152,0
ORD03583,2023-06-27,2023-07-07,2023-07-06,P0071,S018,176,0
ORD03585,2023-06-27,2023-07-07,2023-07-09,P0065,S005,177,1
ORD04943,2023-06-27,2023-07-06,2023-07-06,P0045,S011,135,0
ORD00168,2023-06-28,2023-07-09,2023-07-18,P0048,S001,130,1
ORD00385,2023-06-28,2023-07-10,2023-07-10,P0100,S003,425,0
ORD01554,2023-06-28,2023-07-07,2023-07-05,P0013,S019,469,0
ORD01654,2023-06-28,2023-07-05,2023-07-08,P0071,S012,486,1
ORD01702,2023-06-28,2023-07-10,2023-07-08,P0021,S014,366,0
ORD02294,2023-06-28,2023-07-06,2023-07-04,P0007,S018,245,0
ORD03000,2023-06-28,2023-07-04,2023-07-12,P0036,S001,344,1
ORD03417,2023-06-28,2023-07-09,2023-07-09,P0039,S010,179,0
ORD03666,2023-06-28,2023-07-05,2023-07-04,P0009,S009,345,0
ORD04508,2023-06-28,2023-07-09,2023-07-08,P0010,S013,361,0
ORD04521,2023-06-28,2023-07-08,2023-07-08,P0070,S014,199,0
ORD04553,2023-06-28,2023-07-12,2023-07-10,P0034,S018,442,0
ORD04577,2023-06-28,2023-07-07,2023-07-05,P0033,S019,403,0
ORD04948,2023-06-28,2023-07-10,2023-07-08,P0020,S014,421,0
ORD01101,2023-06-29,2023-07-05,2023-07-10,P0075,S001,188,1
ORD02309,2023-06-29,2023-07-09,2023-07-09,P0068,S003,141,0
ORD02513,2023-06-29,2023-07-04,2023-07-03,P0098,S016,473,0
ORD03112,2023-06-29,2023-07-05,2023-07-04,P0088,S004,382,0
ORD03657,2023-06-29,2023-07-07,2023-07-06,P0069,S004,393,0
ORD03746,2023-06-29,2023-07-06,2023-07-11,P0069,S003,376,1
ORD03756,2023-06-29,2023-07-06,2023-07-05,P0010,S013,499,0
ORD04043,2023-06-29,2023-07-07,2023-07-05,P0098,S002,349,0
ORD04810,2023-06-29,2023-07-04,2023-07-04,P0003,S008,404,0
ORD04814,2023-06-29,2023-07-10,2023-07-10,P0028,S017,208,0
ORD04895,2023-06-29,2023-07-08,2023-07-06,P0006,S003,179,0
ORD00181,2023-06-30,2023-07-10,2023-07-10,P0100,S018,360,0
ORD00226,2023-06-30,2023-07-05,2023-07-15,P0084,S002,354,1
ORD00310,2023-06-30,2023-07-07,2023-07-06,P0024,S006,479,0
ORD00371,2023-06-30,2023-07-14,2023-07-19,P0079,S015,312,1
ORD00471,2023-06-30,2023-07-14,2023-07-18,P0064,S019,287,1
ORD00800,2023-06-30,2023-07-13,2023-07-12,P0048,S011,221,0
ORD01102,2023-06-30,2023-07-13,2023-07-11,P0031,S006,268,0
ORD01131,2023-06-30,2023-07-10,2023-07-20,P0006,S010,75,1
ORD01541,2023-06-30,2023-07-13,2023-07-11,P0013,S020,349,0
ORD01712,2023-06-30,2023-07-11,2023-07-10,P0015,S018,484,0
ORD01775,2023-06-30,2023-07-08,2023-07-06,P0027,S018,365,0
ORD01927,2023-06-30,2023-07-13,2023-07-19,P0084,S018,257,1
ORD02580,2023-06-30,2023-07-09,2023-07-08,P0030,S013,204,0
ORD03236,2023-06-30,2023-07-10,2023-07-10,P0027,S003,299,0
ORD03361,2023-06-30,2023-07-08,2023-07-11,P0082,S007,364,1
ORD03536,2023-06-30,2023-07-11,2023-07-09,P0083,S019,136,0
ORD04453,2023-06-30,2023-07-15,2023-07-15,P0011,S007,353,0
ORD00318,2023-07-01,2023-07-12,2023-07-19,P0059,S009,299,1
ORD00594,2023-07-01,2023-07-14,2023-07-12,P0014,S010,33,0
ORD01107,2023-07-01,2023-07-12,2023-07-12,P0053,S013,67,0
ORD01191,2023-07-01,2023-07-16,2023-07-14,P0091,S020,393,0
ORD01276,2023-07-01,2023-07-06,2023-07-06,P0058,S004,162,0
ORD01581,2023-07-01,2023-07-06,2023-07-10,P0015,S014,107,1
ORD01818,2023-07-01,2023-07-16,2023-07-15,P0052,S008,472,0
ORD01938,2023-07-01,2023-07-12,2023-07-10,P0056,S015,158,0
ORD02691,2023-07-01,2023-07-16,2023-07-14,P0044,S001,222,0
ORD02811,2023-07-01,2023-07-14,2023-07-13,P0091,S007,72,0
ORD02945,2023-07-01,2023-07-13,2023-07-11,P0016,S006,366,0
ORD03079,2023-07-01,2023-07-07,2023-07-09,P0075,S008,226,1
ORD03250,2023-07-01,2023-07-16,2023-07-17,P0030,S019,351,1
ORD03923,2023-07-01,2023-07-06,2023-07-06,P0060,S001,98,0
ORD04006,2023-07-01,2023-07-12,2023-07-14,P0090,S008,282,1
ORD04194,2023-07-01,2023-07-15,2023-07-15,P0043,S017,276,0
ORD04335,2023-07-01,2023-07-16,2023-07-16,P0013,S008,211,0
ORD04693,2023-07-01,2023-07-07,2023-07-09,P0100,S005,35,1
ORD00331,2023-07-02,2023-07-13,2023-07-11,P0075,S018,348,0
ORD00750,2023-07-02,2023-07-14,2023-07-12,P0035,S011,290,0
ORD00778,2023-07-02,2023-07-15,2023-07-15,P0063,S005,129,0
ORD01202,2023-07-02,2023-07-14,2023-07-14,P0093,S018,453,0
ORD01524,2023-07-02,2023-07-09,2023-07-09,P0066,S016,342,0
ORD01673,2023-07-02,2023-07-13,2023-07-12,P0097,S010,210,0
ORD01674,2023-07-02,2023-07-17,2023-07-24,P0095,S005,267,1
ORD03270,2023-07-02,2023-07-07,2023-07-05,P0072,S008,477,0
ORD03432,2023-07-02,2023-07-09,2023-07-09,P0094,S004,452,0
ORD03563,2023-07-02,2023-07-07,2023-07-06,P0050,S007,159,0
ORD04727,2023-07-02,2023-07-08,2023-07-06,P0085,S017,62,0
ORD04821,2023-07-02,2023-07-14,2023-07-14,P0087,S015,221,0
ORD04858,2023-07-02,2023-07-15,2023-07-13,P0090,S003,396,0
ORD00656,2023-07-03,2023-07-15,2023-07-15,P0083,S010,320,0
ORD01387,2023-07-03,2023-07-12,2023-07-10,P0070,S003,339,0
ORD01907,2023-07-03,2023-07-18,2023-07-18,P0053,S016,39,0
ORD02209,2023-07-03,2023-07-14,2023-07-16,P0065,S011,194,1
ORD02302,2023-07-03,2023-07-09,2023-07-09,P0079,S019,42,0
ORD03134,2023-07-03,2023-07-08,2023-07-07,P0058,S015,79,0
ORD03818,2023-07-03,2023-07-15,2023-07-23,P0027,S003,41,1
ORD04382,2023-07-03,2023-07-14,2023-07-12,P0073,S014,496,0
ORD04422,2023-07-03,2023-07-18,2023-07-23,P0025,S008,255,1
ORD04914,2023-07-03,2023-07-14,2023-07-12,P0008,S003,429,0
ORD00335,2023-07-04,2023-07-10,2023-07-13,P0056,S009,239,1
ORD00655,2023-07-04,2023-07-19,2023-07-18,P0060,S005,238,0
ORD01109,2023-07-04,2023-07-17,2023-07-17,P0042,S010,262,0
ORD01487,2023-07-04,2023-07-15,2023-07-14,P0043,S013,422,0
ORD02456,2023-07-04,2023-07-14,2023-07-20,P0097,S012,45,1
ORD02707,2023-07-04,2023-07-17,2023-07-20,P0076,S013,491,1
ORD02923,2023-07-04,2023-07-15,2023-07-14,P0088,S013,243,0
ORD03478,2023-07-04,2023-07-11,2023-07-18,P0023,S010,202,1
ORD03915,2023-07-04,2023-07-12,2023-07-20,P0037,S014,341,1
ORD04287,2023-07-04,2023-07-15,2023-07-13,P0011,S009,201,0
ORD04319,2023-07-04,2023-07-18,2023-07-18,P0046,S006,217,0
ORD00157,2023-07-05,2023-07-12,2023-07-11,P0099,S010,258,0
ORD01602,2023-07-05,2023-07-18,2023-07-18,P0084,S019,151,0
ORD01736,2023-07-05,2023-07-16,2023-07-17,P0053,S007,47,1
ORD01904,2023-07-05,2023-07-20,2023-07-18,P0099,S009,321,0
ORD02260,2023-07-05,2023-07-20,2023-07-18,P0056,S008,225,0
ORD02416,2023-07-05,2023-07-20,2023-07-18,P0034,S020,382,0
ORD02786,2023-07-05,2023-07-14,2023-07-13,P0049,S017,298,0
ORD03385,2023-07-05,2023-07-14,2023-07-14,P0081,S011,347,0
ORD03929,2023-07-05,2023-07-16,2023-07-16,P0055,S016,449,0
ORD04208,2023-07-05,2023-07-19,2023-07-17,P0071,S011,313,0
ORD04913,2023-07-05,2023-07-14,2023-07-12,P0031,S008,311,0
ORD00920,2023-07-06,2023-07-13,2023-07-11,P0043,S013,413,0
ORD01014,2023-07-06,2023-07-14,2023-07-13,P0079,S010,422,0
ORD01259,2023-07-06,2023-07-13,2023-07-17,P0057,S011,222,1
ORD01780,2023-07-06,2023-07-18,2023-07-16,P0026,S013,409,0
ORD02391,2023-07-06,2023-07-14,2023-07-12,P0004,S009,260,0
ORD02953,2023-07-06,2023-07-20,2023-07-18,P0017,S011,165,0
ORD02991,2023-07-06,2023-07-11,2023-07-11,P0005,S013,462,0
ORD03121,2023-07-06,2023-07-18,2023-07-18,P0074,S016,240,0
ORD03192,2023-07-06,2023-07-16,2023-07-15,P0024,S001,195,0
ORD03807,2023-07-06,2023-07-17,2023-07-16,P0092,S018,416,0
ORD03865,2023-07-06,2023-07-11,2023-07-20,P0002,S014,350,1
ORD04107,2023-07-06,2023-07-12,2023-07-16,P0088,S001,12,1
ORD04380,2023-07-06,2023-07-18,2023-07-18,P0091,S010,248,0
ORD04560,2023-07-06,2023-07-19,2023-07-26,P0069,S005,180,1
ORD04695,2023-07-06,2023-07-21,2023-07-19,P0042,S001,63,0
ORD00083,2023-07-07,2023-07-20,2023-07-20,P0033,S017,477,0
ORD00232,2023-07-07,2023-07-15,2023-07-14,P0065,S005,30,0
ORD00693,2023-07-07,2023-07-16,2023-07-15,P0097,S020,114,0
ORD00754,2023-07-07,2023-07-16,2023-07-17,P0001,S014,277,1
ORD01132,2023-07-07,2023-07-21,2023-07-27,P0049,S012,59,1
ORD01608,2023-07-07,2023-07-22,2023-07-21,P0009,S015,257,0
ORD02022,2023-07-07,2023-07-22,2023-07-29,P0028,S015,325,1
ORD02034,2023-07-07,2023-07-12,2023-07-11,P0054,S017,438,0
ORD02831,2023-07-07,2023-07-17,2023-07-24,P0055,S001,232,1
ORD02850,2023-07-07,2023-07-18,2023-07-16,P0032,S019,85,0
ORD03207,2023-07-07,2023-07-12,2023-07-12,P0094,S016,35,0
ORD03589,2023-07-07,2023-07-17,2023-07-16,P0057,S007,457,0
ORD03751,2023-07-07,2023-07-22,2023-07-20,P0040,S016,261,0
ORD04144,2023-07-07,2023-07-14,2023-07-13,P0018,S017,200,0
ORD04385,2023-07-07,2023-07-20,2023-07-23,P0024,S012,239,1
ORD04516,2023-07-07,2023-07-18,2023-07-16,P0055,S017,67,0
ORD00437,2023-07-08,2023-07-17,2023-07-16,P0095,S007,328,0
ORD00523,2023-07-08,2023-07-21,2023-07-21,P0088,S015,25,0
ORD01466,2023-07-08,2023-07-23,2023-07-22,P0095,S002,136,0
ORD01529,2023-07-08,2023-07-14,2023-07-16,P0063,S001,338,1
ORD01619,2023-07-08,2023-07-14,2023-07-12,P0034,S011,379,0
ORD01626,2023-07-08,2023-07-20,2023-07-23,P0059,S005,104,1
ORD02594,2023-07-08,2023-07-15,2023-07-15,P0032,S006,412,0
ORD02690,2023-07-08,2023-07-13,2023-07-17,P0001,S007,302,1
ORD02875,2023-07-08,2023-07-23,2023-07-24,P0064,S008,235,1
ORD02964,2023-07-08,2023-07-16,2023-07-16,P0068,S010,121,0
ORD03139,2023-07-08,2023-07-21,2023-07-21,P0016,S009,353,0
ORD03337,2023-07-08,2023-07-14,2023-07-21,P0016,S019,487,1
ORD03344,2023-07-08,2023-07-20,2023-07-29,P0036,S018,172,1
ORD04478,2023-07-08,2023-07-13,2023-07-11,P0018,S004,171,0
ORD04800,2023-07-08,2023-07-23,2023-07-21,P0067,S020,177,0
ORD00092,2023-07-09,2023-07-20,2023-07-18,P0020,S018,463,0
ORD00094,2023-07-09,2023-07-21,2023-07-21,P0047,S007,60,0
ORD00936,2023-07-09,2023-07-14,2023-07-23,P0046,S018,66,1
ORD01004,2023-07-09,2023-07-16,2023-07-14,P0006,S018,78,0
ORD02433,2023-07-09,2023-07-17,2023-07-23,P0089,S014,129,1
ORD03029,2023-07-09,2023-07-23,2023-07-22,P0048,S015,155,0
ORD03413,2023-07-09,2023-07-21,2023-07-21,P0048,S019,189,0
ORD03612,2023-07-09,2023-07-19,2023-07-17,P0045,S016,396,0
ORD03817,2023-07-09,2023-07-20,2023-07-19,P0019,S009,28,0
ORD03938,2023-07-09,2023-07-20,2023-07-20,P0054,S008,296,0
ORD04662,2023-07-09,2023-07-20,2023-07-18,P0079,S015,42,0
ORD04780,2023-07-09,2023-07-22,2023-07-20,P0033,S004,384,0
ORD00427,2023-07-10,2023-07-19,2023-07-19,P0099,S005,470,0
ORD01070,2023-07-10,2023-07-19,2023-07-24,P0058,S001,457,1
ORD02092,2023-07-10,2023-07-17,2023-07-15,P0082,S002,425,0
ORD02615,2023-07-10,2023-07-22,2023-07-20,P0059,S001,187,0
ORD02626,2023-07-10,2023-07-19,2023-07-17,P0095,S016,179,0
ORD03335,2023-07-10,2023-07-21,2023-07-20,P0024,S019,67,0
ORD03885,2023-07-10,2023-07-21,2023-07-28,P0036,S008,252,1
ORD04254,2023-07-10,2023-07-23,2023-07-21,P0033,S003,285,0
ORD04414,2023-07-10,2023-07-24,2023-07-25,P0070,S019,398,1
ORD00069,2023-07-11,2023-07-18,2023-07-25,P0073,S014,359,1
ORD00271,2023-07-11,2023-07-24,2023-07-22,P0086,S014,432,0
ORD00373,2023-07-11,2023-07-24,2023-08-03,P0018,S005,304,1
ORD00476,2023-07-11,2023-07-25,2023-07-30,P0042,S013,79,1
ORD00552,2023-07-11,2023-07-21,2023-07-19,P0025,S001,19,0
ORD00825,2023-07-11,2023-07-17,2023-07-18,P0032,S005,495,1
ORD01164,2023-07-11,2023-07-21,2023-07-20,P0088,S004,136,0
ORD02176,2023-07-11,2023-07-21,2023-07-20,P0042,S001,295,0
ORD03263,2023-07-11,2023-07-16,2023-07-24,P0059,S008,203,1
ORD03747,2023-07-11,2023-07-23,2023-07-22,P0097,S001,176,0
ORD03871,2023-07-11,2023-07-21,2023-07-21,P0015,S011,326,0
ORD03907,2023-07-11,2023-07-25,2023-07-23,P0021,S003,98,0
ORD04520,2023-07-11,2023-07-20,2023-07-18,P0009,S007,311,0
ORD04956,2023-07-11,2023-07-17,2023-07-22,P0039,S012,59,1
ORD00005,2023-07-12,2023-07-20,2023-07-24,P0014,S013,366,1
ORD00155,2023-07-12,2023-07-19,2023-07-17,P0088,S011,477,0
ORD00160,2023-07-12,2023-07-19,2023-07-29,P0022,S005,379,1
ORD00670,2023-07-12,2023-07-25,2023-07-24,P0063,S008,415,0
ORD00691,2023-07-12,2023-07-22,2023-07-22,P0020,S007,228,0
ORD00802,2023-07-12,2023-07-21,2023-07-20,P0058,S018,213,0
ORD01327,2023-07-12,2023-07-22,2023-07-20,P0002,S020,73,0
ORD01959,2023-07-12,2023-07-27,2023-08-04,P0020,S008,258,1
ORD01987,2023-07-12,2023-07-23,2023-07-30,P0072,S010,152,1
ORD02445,2023-07-12,2023-07-17,2023-07-21,P0019,S014,161,1
ORD03715,2023-07-12,2023-07-21,2023-07-20,P0059,S008,132,0
ORD03815,2023-07-12,2023-07-27,2023-07-26,P0021,S002,126,0
ORD03947,2023-07-12,2023-07-25,2023-07-23,P0045,S003,459,0
ORD04203,2023-07-12,2023-07-21,2023-07-20,P0062,S020,159,0
ORD04278,2023-07-12,2023-07-18,2023-07-18,P0063,S002,394,0
ORD04853,2023-07-12,2023-07-21,2023-07-20,P0032,S002,119,0
ORD00282,2023-07-13,2023-07-19,2023-07-17,P0070,S013,78,0
ORD00669,2023-07-13,2023-07-27,2023-07-27,P0067,S012,138,0
ORD00759,2023-07-13,2023-07-22,2023-07-26,P0067,S008,401,1
ORD01733,2023-07-13,2023-07-28,2023-07-30,P0019,S009,331,1
ORD02018,2023-07-13,2023-07-25,2023-07-23,P0041,S013,281,0
ORD03358,2023-07-13,2023-07-23,2023-07-23,P0067,S020,407,0
ORD03484,2023-07-13,2023-07-28,2023-07-26,P0099,S017,457,0
ORD03644,2023-07-13,2023-07-18,2023-07-22,P0038,S014,100,1
ORD03827,2023-07-13,2023-07-20,2023-07-20,P0091,S007,115,0
ORD04544,2023-07-13,2023-07-21,2023-07-20,P0003,S017,18,0
ORD00030,2023-07-14,2023-07-26,2023-08-05,P0055,S015,166,1
ORD00308,2023-07-14,2023-07-22,2023-07-20,P0088,S019,182,0
ORD00332,2023-07-14,2023-07-28,2023-07-28,P0092,S003,47,0
ORD00855,2023-07-14,2023-07-25,2023-07-23,P0074,S011,314,0
ORD00880,2023-07-14,2023-07-25,2023-07-25,P0038,S003,251,0
ORD01941,2023-07-14,2023-07-26,2023-08-05,P0036,S011,493,1
ORD02211,2023-07-14,2023-07-25,2023-07-25,P0046,S014,194,0
ORD02351,2023-07-14,2023-07-23,2023-07-23,P0024,S005,331,0
ORD02576,2023-07-14,2023-07-27,2023-07-27,P0087,S001,261,0
ORD02885,2023-07-14,2023-07-22,2023-07-22,P0066,S004,352,0
ORD03116,2023-07-14,2023-07-19,2023-07-29,P0084,S016,343,1
ORD03641,2023-07-14,2023-07-22,2023-07-20,P0079,S010,31,0
ORD04372,2023-07-14,2023-07-25,2023-07-25,P0031,S010,293,0
ORD04374,2023-07-14,2023-07-28,2023-07-28,P0032,S004,338,0
ORD04546,2023-07-14,2023-07-22,2023-07-20,P0026,S012,500,0
ORD04691,2023-07-14,2023-07-19,2023-07-17,P0076,S020,371,0
ORD00731,2023-07-15,2023-07-22,2023-07-20,P0020,S007,252,0
ORD00978,2023-07-15,2023-07-25,2023-07-24,P0034,S013,101,0
ORD01077,2023-07-15,2023-07-28,2023-07-27,P0075,S010,165,0
ORD01386,2023-07-15,2023-07-22,2023-07-21,P0083,S001,48,0
ORD01450,2023-07-15,2023-07-25,2023-07-26,P0009,S017,455,1
ORD01504,2023-07-15,2023-07-26,2023-07-26,P0034,S018,69,0
ORD02278,2023-07-15,2023-07-24,2023-07-23,P0045,S007,182,0
ORD02334,2023-07-15,2023-07-21,2023-07-21,P0031,S007,347,0
ORD02974,2023-07-15,2023-07-23,2023-07-22,P0007,S018,291,0
ORD03006,2023-07-15,2023-07-21,2023-07-21,P0006,S013,71,0
ORD03057,2023-07-15,2023-07-22,2023-07-27,P0007,S004,258,1
ORD03400,2023-07-15,2023-07-24,2023-08-02,P0087,S011,381,1
ORD04176,2023-07-15,2023-07-24,2023-07-24,P0023,S012,466,0
ORD04703,2023-07-15,2023-07-28,2023-07-29,P0048,S015,196,1
ORD04884,2023-07-15,2023-07-29,2023-07-30,P0097,S013,464,1
ORD00266,2023-07-16,2023-07-28,2023-07-27,P0039,S008,308,0
ORD00374,2023-07-16,2023-07-23,2023-07-21,P0089,S014,480,0
ORD01471,2023-07-16,2023-07-30,2023-07-30,P0067,S013,475,0
ORD01944,2023-07-16,2023-07-23,2023-07-23,P0095,S011,461,0
ORD02083,2023-07-16,2023-07-23,2023-08-02,P0034,S003,111,1
ORD02512,2023-07-16,2023-07-22,2023-07-20,P0080,S018,460,0
ORD03175,2023-07-16,2023-07-25,2023-07-29,P0071,S003,158,1
ORD03272,2023-07-16,2023-07-28,2023-07-28,P0079,S013,484,0
ORD03660,2023-07-16,2023-07-21,2023-07-21,P0076,S009,267,0
ORD03750,2023-07-16,2023-07-22,2023-07-21,P0031,S001,13,0
ORD03816,2023-07-16,2023-07-23,2023-07-28,P0056,S001,398,1
ORD03887,2023-07-16,2023-07-23,2023-07-21,P0055,S004,71,0
ORD04347,2023-07-16,2023-07-30,2023-07-28,P0053,S010,241,0
ORD04480,2023-07-16,2023-07-26,2023-07-26,P0087,S018,37,0
ORD04528,2023-07-16,2023-07-30,2023-07-28,P0029,S014,140,0
ORD00169,2023-07-17,2023-07-27,2023-07-26,P0013,S003,439,0
ORD00187,2023-07-17,2023-07-24,2023-07-23,P0048,S011,483,0
ORD00576,2023-07-17,2023-07-28,2023-07-28,P0015,S016,77,0
ORD01648,2023-07-17,2023-07-27,2023-07-26,P0089,S012,221,0
ORD01756,2023-07-17,2023-07-31,2023-07-31,P0014,S010,297,0
ORD02129,2023-07-17,2023-07-28,2023-07-26,P0069,S003,71,0
ORD02284,2023-07-17,2023-07-26,2023-07-26,P0042,S004,125,0
ORD02359,2023-07-17,2023-08-01,2023-07-31,P0096,S010,131,0
ORD02373,2023-07-17,2023-08-01,2023-08-11,P0099,S019,89,1
ORD02611,2023-07-17,2023-07-23,2023-07-22,P0066,S014,292,0
ORD03087,2023-07-17,2023-07-24,2023-07-23,P0075,S005,399,0
ORD03138,2023-07-17,2023-07-22,2023-07-21,P0082,S018,96,0
ORD03174,2023-07-17,2023-07-22,2023-07-21,P0025,S004,200,0
ORD03200,2023-07-17,2023-07-24,2023-07-24,P0070,S020,354,0
